Gene;P-I;P-II;P-III;A-I;A-II;A-III;S-I;S-II;S-III
Ncapg;490.9483707;441.8291527;496.601043;617.7663183;498.2783839;518.5376092;570.6845296;511.497284;465.2539951
Lcorl;209.3570359;277.5208057;313.9136127;328.8489907;282.4635425;320.419718;352.7042319;417.4720479;260.3206878
Slit2;515.4345737;550.0322106;596.9504766;353.1211782;409.4134492;458.7702007;243.714083;349.773878;239.0888586
5730480H06Rik;318.3206393;385.7238635;352.5095487;441.5972161;368.1547295;427.7796925;407.1993063;345.0726162;455.0996421
Kcnip4;2.448620303;0;9.005718397;0;0;1.660205793;0;5.641514161;0
Adgra3;2924.876951;2830.311466;2883.116418;2589.294315;2775.971294;2617.037731;1981.501457;1693.394501;1560.077881
Ppargc1a;12.24310151;20.0376033;28.30368639;60.28898164;96.27034593;96.8453379;208.8977854;165.4844154;185.5477242
Dhx15;5313.506056;4753.921383;5086.944363;5747.0276;5886.244008;5646.913302;5343.5448;5104.630064;3854.961674
9230114K14Rik;63.66412787;69.12973138;59.18043518;72.03358845;51.83787858;78.58307418;66.60509099;78.0409459;48.00239632
Sod3;2.448620303;13.02444214;0;27.40408256;43.37455146;27.67009654;19.67877688;48.89312273;53.54113436
Ccdc149;4.897240605;19.03572313;7.719187197;14.87650196;10.57915889;8.301028963;9.082512408;18.8050472;12.92372209
Lgi2;51.42102635;127.2387809;86.19759037;144.8501507;101.5599254;122.8552286;139.2651903;156.0818918;84.00419357
8030423F21Rik;1.224310151;9.016921485;9.005718397;4.697842725;4.231663557;1.106803862;1.513752068;3.761009441;0.923123006
Sepsecs;106.5149832;138.2594628;86.19759037;115.0971468;114.254916;128.9426499;102.9351406;94.02523602;75.69608651
Pi4k2b;58.76688726;68.12785122;57.89390398;62.637903;63.47495336;53.12658536;56.00882652;64.87741286;51.69488835
Zcchc4;222.8244475;187.3515908;208.4180543;220.0156343;251.7839817;241.8366438;228.5765623;198.393248;163.3927721
Anapc4;586.4445625;478.8987188;602.0966014;568.4389697;506.741711;629.2179954;708.4359678;666.6389234;528.0263596
Sel1l3;14.69172182;23.04324379;11.5787808;32.88489907;65.59078514;59.76740853;69.63259513;94.96548838;89.5429316
Smim20;1071.271382;820.5398551;1003.494336;1051.533797;1084.363787;925.8414303;1133.800299;885.7177233;1188.982432
Gm45495;36.72930454;14.02632231;28.30368639;18.00839711;45.49038324;20.47587144;19.67877688;26.32706609;16.61621411
Rbpj;1341.843926;1447.716838;1127.001331;1496.262908;1545.615114;1490.864802;1524.348333;1965.127433;1349.605835
Tbc1d19;351.3770134;387.7276238;447.7128574;397.750684;467.5988231;429.4398983;451.0981163;456.0223947;437.5603049
Stim2;287.7128855;281.5283264;231.5756159;336.6787286;351.2280753;301.6040523;367.8417525;357.2958969;238.1657356
4932441J04Rik;13.46741166;20.0376033;10.2922496;6.2637903;3.173747668;5.534019308;0;6.581766522;11.07747607
Pcdh7;177.5249719;167.3139875;218.7103039;122.9268846;153.397804;178.7488237;107.4763968;104.368012;82.15794755
G6pd2;2.448620303;5.009400825;1.2865312;4.697842725;0;4.427215447;4.541256204;7.522018882;5.538738037
Arap2;12.24310151;28.05264462;61.75349758;82.21224769;38.08497202;69.17524135;45.41256204;41.37110385;39.69428927
Nwd2;0;0;0;3.13189515;0;2.767009654;0;0;1.846246012
0610040J01Rik;108.9636035;176.330909;120.9339328;130.7566225;199.9461031;131.7096595;107.4763968;161.723406;123.6984828
Rell1;1456.92908;1358.549504;1537.404783;580.1835765;467.5988231;536.246471;372.3830087;377.0411965;296.322485
5830416I19Rik;1.224310151;0;0;1.565947575;0;10.51463669;9.082512408;0;6.461861044
Pgm2;216.7028968;188.353471;245.7274591;138.5863604;128.0078226;158.8263541;155.916463;173.9466866;145.853435
Tbc1d1;213.0299663;202.3797933;190.4066175;198.875342;206.2935984;192.03047;233.1178185;195.5724909;211.3951684
Gm3716;18.36465227;13.02444214;11.5787808;7.829737875;8.463327115;9.407832824;9.082512408;12.22328068;7.38498405
Gm20033;8.570171059;6.01128099;5.146124798;7.829737875;9.521243004;14.94185213;13.62376861;5.641514161;7.38498405
Klf3;270.5725434;200.376033;195.5527423;263.0791926;281.4056266;296.6234349;355.731736;376.1009441;315.7080681
Tlr1;0;4.00752066;3.859593599;4.697842725;17.98457012;3.873813516;7.56876034;11.28302832;7.38498405
Fam114a1;83.25309029;65.12221072;64.32655998;62.637903;82.51743937;80.24327997;102.9351406;113.7705356;78.46545553
Klhl5;189.7680734;217.4079958;205.8449919;171.4712595;141.7607292;162.1467657;164.9989754;187.1102197;193.8558313
Wdr19;73.45860908;86.16169419;113.2147456;86.91009041;82.51743937;99.61234755;101.4213886;108.1290214;85.85043958
Rfc1;863.1386566;894.6789873;950.7465565;1031.959452;1021.946749;974.5408002;1062.653952;1050.261886;777.2695712
Klb;2.448620303;0;5.146124798;7.046764087;7.405411225;1.660205793;6.055008272;4.701261801;3.692492025
Rpl9;865.5872769;802.5060121;831.0991549;819.7735555;866.4331134;862.7536102;788.6648274;814.258544;1007.1272
Lias;800.6988389;695.3048345;769.3456573;787.6716302;676.0082533;768.6752819;781.0960671;711.7710367;776.3464482
Ugdh;631.7440381;562.0547725;576.3659774;570.7878911;534.2475241;550.6349212;473.8043973;435.3368428;429.2521979
Smim14;370.9659758;387.7276238;307.4809567;249.7686382;244.3785704;266.1863287;273.9891243;220.0190523;261.2438108
Ube2k;3927.586965;4184.853449;3990.819781;4397.18079;4616.744941;4144.980462;4414.10103;4232.075873;4947.01619
Gm42726;2.448620303;2.00376033;5.146124798;2.348921362;2.115831779;7.194225101;4.541256204;39.49059913;3.692492025
Pds5a;1796.062992;1805.388057;1997.982953;2069.39972;1852.410722;1788.59504;1975.446449;2028.124341;1514.844853
N4bp2os;24.48620303;32.06016528;36.02287359;35.23382044;28.56372901;26.56329268;15.13752068;30.08807553;39.69428927
N4bp2;3882.28749;3717.977292;4145.203525;4066.765852;4019.022464;4117.863767;4338.413427;4530.135872;3380.476449
Rhoh;8.570171059;13.02444214;0;7.829737875;15.86873834;11.62144055;18.16502482;25.38681373;11.07747607
9130230L23Rik;0;1.001880165;10.2922496;1.565947575;2.115831779;0;0;2.820757081;2.769369019
Rbm47;17.14034212;8.01504132;5.146124798;12.5275806;24.33206545;17.70886179;36.33004963;52.65413217;21.23182914
Gm26725;0;0;0;0;0;3.873813516;3.027504136;5.641514161;0
Nsun7;1.224310151;5.009400825;9.005718397;7.829737875;5.289579447;6.64082317;4.541256204;11.28302832;14.7699681
Apbb2;225.2730678;197.3703925;222.5698975;239.589979;240.1469069;219.7005665;242.2003309;256.6888943;204.9333074
Uchl1;1832.792296;2223.172086;2057.163388;1452.416376;1521.283049;1469.282126;1353.294349;1418.840812;1564.693496
Limch1;1547.528031;1545.901095;1493.662723;992.0277887;880.1860199;960.15235;572.1982817;667.5791758;559.4125418
Gm42670;2.448620303;2.00376033;3.859593599;1.565947575;4.231663557;3.320411585;0;0.94025236;4.615615031
Tmem33;1164.318954;1117.096384;1130.860924;1388.212525;1269.499067;1247.921354;1300.313026;1226.089078;1195.444293
Slc30a9;347.704083;410.7708676;331.9250495;343.7254927;352.2859912;355.2840396;373.8967608;375.1606917;324.0161752
Bend4;110.1879136;110.2068181;100.3494336;173.8201808;161.8611311;158.2729522;175.5952399;223.7800617;150.46905
C330024D21Rik;3.672930454;5.009400825;0;0.782973787;1.057915889;1.106803862;3.027504136;0.94025236;2.769369019
Shisa3;116.3094644;106.1992975;102.922496;405.5804219;570.2166644;319.3129141;466.235637;504.9155174;483.7164553
Atp8a1;362.3958048;256.4813222;325.4923935;282.6535373;247.5523181;282.2349847;246.7415871;212.4970334;205.8564304
Gm15478;0;0;1.2865312;0;2.115831779;3.320411585;3.027504136;3.761009441;2.769369019
Gm15477;8.570171059;1.001880165;10.2922496;6.2637903;0;0;1.513752068;0.94025236;0
Guf1;538.6964666;411.7727478;485.0222622;512.8478308;581.8537391;557.2757444;442.0156039;606.4627723;506.7945304
Gnpda2;88.15033089;88.16545452;104.2090272;97.08874965;90.98076648;95.1851321;66.60509099;70.51892702;89.5429316
Gabrg1;1.224310151;0;0;3.13189515;2.115831779;3.320411585;0;11.28302832;6.461861044
Gabra2;1.224310151;11.02068181;15.43837439;6.2637903;6.347495336;11.62144055;3.027504136;11.28302832;3.692492025
Gabra4;36.72930454;28.05264462;24.44409279;11.74460681;23.27414957;40.39834095;37.8438017;35.72958969;34.15555123
Gabrb1;12.24310151;3.005640495;16.72490559;0.782973787;2.115831779;8.301028963;0;9.402523602;3.692492025
Commd8;400.3494195;410.7708676;290.7560511;340.5935976;415.7609445;358.6044512;325.4566946;355.4153922;355.4023574
Corin;0;0;1.2865312;0.782973787;0;2.213607723;1.513752068;10.34277596;7.38498405
Nfxl1;281.5913348;294.5527685;324.2058623;315.5384364;305.737692;330.9343546;342.1079674;330.9688308;264.9363028
Zar1;2.448620303;5.009400825;1.2865312;4.697842725;2.115831779;4.427215447;1.513752068;10.34277596;10.15435307
Gm5868;0;0;5.146124798;4.697842725;9.521243004;2.767009654;3.027504136;5.641514161;10.15435307
Nipal1;7.345860908;7.013161155;2.573062399;10.96163302;11.63707478;9.407832824;12.11001654;17.86479484;8.308107056
Txk;11.01879136;7.013161155;5.146124798;4.697842725;4.231663557;8.301028963;4.541256204;10.34277596;3.692492025
Tec;2.448620303;1.001880165;2.573062399;0.782973787;2.115831779;1.660205793;3.027504136;0.94025236;0
Slain2;650.1086903;666.2503097;622.6811006;710.940199;662.2553467;693.4126193;634.2621165;652.535138;532.6419746
Slc10a4;20.81327257;38.07144627;25.73062399;21.14029226;16.92665423;17.15545986;7.56876034;3.761009441;6.461861044
Fryl;707.6512674;545.0228097;607.2427262;829.9522147;756.4098609;715.5486966;669.0784141;630.9093337;717.2665758
Ociad1;1268.385317;1570.948099;1210.625859;1420.31445;1425.012703;1291.086705;1297.285522;1310.71179;1631.158352
Ociad2;366.0687352;414.7783883;343.5038303;413.4101598;433.7455146;345.8762068;396.6030418;340.3713544;360.9410954
Dcun1d4;250.983581;242.4549999;229.0025535;352.3382044;239.088991;242.9434476;299.7229095;295.2392411;225.2420135
Sgcb;97.9448121;101.1898967;129.9396512;83.77819526;93.09659826;82.45688769;83.25636374;100.6070025;120.0059908
Usp46;575.4257711;538.0096486;508.1798238;437.6823472;472.8884025;509.6831783;532.8407279;607.4030247;496.6401773
Dancr;429.7328631;476.8949585;465.7242942;367.2147063;502.5100474;420.5854674;516.1894552;535.003593;626.8005212
Rasl11b;1201.048258;1606.013904;1447.347599;1168.196891;1210.255777;1208.076415;1307.881787;1441.406868;1492.689901
Scfd2;62.43981771;73.13725204;55.32084158;75.1654836;61.35912158;52.57318343;54.49507445;77.10069354;64.61861044
Fip1l1;901.0922713;954.7917972;919.8698077;846.3946643;893.9389265;890.4237067;877.9761995;918.6265559;706.1890998
Lnx1;2.448620303;3.005640495;5.146124798;3.13189515;2.115831779;4.980617378;1.513752068;4.701261801;1.846246012
Chic2;1167.991884;1292.425413;1314.834886;1376.467918;1210.255777;1227.445483;1288.20301;1080.349962;1356.067696
Gm19583;3.672930454;0;9.005718397;0.782973787;0;0;0;0;0
Pdgfra;1454.48046;1406.639752;1422.903507;1459.46314;1254.688245;1363.028956;1536.458349;1392.513745;1264.678519
Kit;124.8796354;131.2463016;158.2433375;156.5947575;134.3553179;181.5158333;195.2740168;263.2706609;194.7789543
Kdr;193.4410039;230.4324379;205.8449919;272.474878;395.6605426;324.2935315;310.3191739;504.9155174;364.6335875
Srd5a3;417.4897616;401.7539461;586.658227;393.8358151;444.3246735;361.9248628;404.1718022;427.8148239;488.3320703
Tmem165;744.380572;718.3480783;813.0877181;845.6116905;760.6415244;845.5981503;841.6461498;1007.95053;996.9728467
Clock;170.179111;178.3346694;225.1429599;179.3009973;187.2511124;175.4284121;178.622744;165.4844154;153.238419
Gm7467;3.672930454;6.01128099;3.859593599;4.697842725;5.289579447;6.64082317;3.027504136;5.641514161;15.69309111
Nmu;3.672930454;3.005640495;0;0;0;0;0;2.820757081;0.923123006
Exoc1;467.6864778;430.8084709;434.8475454;354.6871257;398.8342903;451.5759756;437.4743477;447.5601235;338.7861433
Cep135;194.6653141;169.3177479;181.4008991;140.152308;124.8340749;185.9430488;140.7789423;180.5284532;120.0059908
C530008M17Rik;448.0975154;425.7990701;557.0680094;489.3586172;465.4829913;441.6147408;389.0342815;388.3242248;362.7873414
Aasdh;73.45860908;98.18425617;141.5184319;95.52280207;94.15451415;100.7191514;108.9901489;136.3365922;102.4666537
Ppat;501.967162;450.8460742;504.3202302;499.5372764;534.2475241;509.1297764;481.3731576;457.9028994;434.7909359
Paics;26876.05644;25475.80883;25847.69833;26230.40485;25052.50618;25899.21036;27123.40956;25280.56521;28414.64925
Srp72;1897.680734;2074.893822;2176.81079;2193.892553;2046.00933;1736.021857;2029.941523;2154.118157;1861.939104
Arl9;1.224310151;1.001880165;9.005718397;0;3.173747668;2.767009654;6.055008272;0;0
Thegl;8.570171059;37.0695661;10.2922496;5.480816512;1.057915889;3.873813516;7.56876034;2.820757081;1.846246012
Hopx;186.095143;182.34219;279.1772703;60.28898164;42.31663557;55.89359501;37.8438017;46.07236565;45.2330273
Spink2;144.4685978;105.1974173;128.65312;62.637903;47.60621502;23.79628303;16.65127275;29.14782317;25.84744417
Rest;400.3494195;376.706942;491.4549182;442.3801899;424.2242716;468.1780335;416.2818187;418.4123003;358.1717264
Noa1;209.3570359;203.3816735;199.4123359;183.2158663;160.8032152;188.1566565;193.7602647;176.7674437;201.2408154
Polr2b;1134.93551;1018.912128;1168.170329;1219.090187;1111.8696;1125.066125;1129.259043;1202.582769;861.2737648
Igfbp7;104.0663629;92.17297518;75.90534077;24.27218741;13.75290656;23.79628303;12.11001654;7.522018882;12.00059908
Adgrl3;47.7480959;48.09024792;52.74777918;43.8465321;46.54829913;61.98101625;69.63259513;44.19186093;19.38558313
Epha5;57.54257711;44.08272726;43.74206078;20.35731847;29.6216449;22.68947916;7.56876034;14.1037854;9.231230062
Cenpc1;262.0023724;269.5057644;301.0483007;296.7470655;245.4364863;263.4193191;286.0991409;274.5536892;230.7807516
Stap1;0;2.00376033;0;0;2.115831779;2.213607723;1.513752068;3.761009441;0.923123006
Uba6;1775.249719;1606.013904;1757.401619;1936.294176;1857.700302;1810.731118;1730.218614;1809.045541;1461.303719
Tmprss11a;0;1.001880165;0;0.782973787;2.115831779;0;0;7.522018882;0
Tmprss11g;0;0;9.005718397;0;0;1.660205793;0;5.641514161;0
Tmprss11f;0;0;0;2.348921362;0;3.873813516;0;3.761009441;0
Gm16579;0;0;2.573062399;5.480816512;0;0;0;0.94025236;0
Ythdc1;1128.813959;1024.923409;1039.517209;1150.188494;1153.128319;1231.319296;953.6638029;1124.541823;1055.129596
Ugt2b34;6.121550756;0;0;0;0;0;0;6.581766522;0
Csn1s1;0;15.02820247;11.5787808;3.13189515;0;7.747627032;0;0.94025236;5.538738037
Csn2;0;1.001880165;1.2865312;0.782973787;2.115831779;1.660205793;0;1.88050472;0.923123006
Prr27;0;0;0;0;14.81082245;0;1.513752068;0;0
Csn3;0;0;5.146124798;2.348921362;0;1.660205793;16.65127275;18.8050472;2.769369019
Smr2;0;0;0;0.782973787;0;0.553401931;0;14.1037854;0
Prol1;0;10.01880165;10.2922496;0;0;2.213607723;0;7.522018882;0
Enam;15.91603197;2.00376033;1.2865312;7.829737875;0;2.213607723;0;31.96858025;0.923123006
Jchain;3.672930454;2.00376033;1.2865312;1.565947575;1.057915889;2.213607723;0;1.88050472;0
Utp3;1559.771133;1173.201673;1110.276425;1092.248434;1448.286853;1375.7572;1102.011506;1270.280939;1501.921131
Rufy3;121.206705;118.2218595;156.9568063;140.9352817;121.6603273;126.7290422;105.9626448;130.6950781;89.5429316
Grsf1;931.7000251;912.7128303;802.7954685;985.7639984;967.9930387;944.103694;847.7011581;848.1076289;782.8083093
Mob1b;192.2166937;201.3779132;181.4008991;211.4029226;197.8302713;209.7393318;221.0078019;254.8083896;192.9327083
Dck;782.3341867;677.2709915;764.1995325;897.2879605;848.4485433;705.0340599;796.2335878;842.4661148;836.3494436
Slc4a4;37.95361469;34.06392561;48.88818558;30.53597771;87.80701882;49.25277184;56.00882652;72.39943174;43.38678129
Adamts3;3.672930454;4.00752066;3.859593599;1.565947575;10.57915889;6.64082317;6.055008272;5.641514161;5.538738037
Cox18;265.6753028;305.5734503;299.7617695;292.0492227;226.3940003;236.3026245;323.9429426;265.1511656;290.783747
Ankrd17;1526.714759;1330.496859;1417.757382;1553.419994;1429.244367;1543.437985;1507.69706;1399.095512;1161.288742
Gm9958;88.15033089;57.1071694;78.47840317;80.64630011;62.41703747;71.94225101;74.17385133;88.38372186;63.69548743
Afp;13.46741166;1.001880165;0;5.480816512;1.057915889;0.553401931;6.055008272;5.641514161;1.846246012
Rassf6;1.224310151;2.00376033;5.146124798;2.348921362;1.057915889;0;3.027504136;0.94025236;0
Cxcl5;0;0;0;0;0;2.767009654;6.055008272;4.701261801;0
Ppbp;219.1515171;154.2895454;201.9853983;266.9940615;199.9461031;322.0799237;128.6689258;236.9435948;204.0101844
Pf4;396.676489;464.8723965;348.6499551;356.2530733;308.9114397;464.30422;246.7415871;417.4720479;466.1771181
Cxcl2;13.46741166;5.009400825;0;3.13189515;0;0;4.541256204;0.94025236;0
Mthfd2l;326.8908104;372.6994214;367.9479231;444.7291113;380.8497202;437.1875254;423.850579;427.8148239;459.7152571
Epgn;3.672930454;8.01504132;2.573062399;6.2637903;24.33206545;5.534019308;30.27504136;13.16353304;10.15435307
Ereg;0;0;0;1.565947575;0;4.427215447;0;0;0
Parm1;113.8608441;98.18425617;100.3494336;81.4292739;88.8649347;91.31131859;121.1001654;143.8586111;109.8516377
Rchy1;599.9119741;601.128099;599.523539;591.9281833;579.7379074;744.8789989;558.5745131;746.560374;734.8059129
Cdkl2;9.79448121;7.013161155;9.005718397;9.39568545;6.347495336;4.980617378;3.027504136;7.522018882;17.53933712
G3bp2;4385.478962;4066.63159;4150.34965;4177.165156;3990.458735;4033.193272;3764.701393;3330.37386;2975.225449
Uso1;634.1926584;666.2503097;672.8558174;607.5876591;618.8807953;622.5771722;638.8033727;550.9878831;457.8690111
Ppef2;2.448620303;4.00752066;3.859593599;6.2637903;8.463327115;7.747627032;0;1.88050472;1.846246012
Naaa;1295.32014;1309.457376;1527.112534;1108.690883;1066.379216;1010.511926;658.4821496;426.8745715;540.0269586
Sdad1;1068.822762;1022.919648;966.1849308;992.0277887;1137.259581;1120.085508;1151.965324;971.2806881;853.8887808
Art3;0;4.00752066;1.2865312;6.2637903;11.63707478;2.767009654;6.055008272;8.462271242;11.07747607
Cxcl10;6.121550756;5.009400825;2.573062399;15.65947575;13.75290656;14.94185213;0;7.522018882;12.00059908
Nup54;228.9459983;217.4079958;214.8507103;240.3729528;205.2356825;210.2927337;198.3015209;238.8240995;237.2426126
Scarb2;266.899613;235.4418388;209.7045855;302.227882;337.4751687;300.4972484;287.6128929;325.3273166;239.0888586
Stbd1;110.1879136;123.2312603;131.2261824;129.1906749;70.88036459;99.05894562;78.71510754;65.81766522;84.00419357
Ccdc158;2.448620303;4.00752066;0;1.565947575;3.173747668;4.980617378;4.541256204;7.522018882;7.38498405
Shroom3;477.480959;445.8366734;535.196979;639.6895844;933.0818144;745.9858028;1217.056663;1125.482075;1092.977639
Sowahb;12.24310151;6.01128099;3.859593599;7.046764087;9.521243004;11.62144055;18.16502482;13.16353304;15.69309111
sep-11;1969.915033;2353.416507;1843.599209;2120.293016;2201.522966;2096.286514;2791.358813;2825.458342;2396.427324
