Gene;P-I;P-II;P-III;A-I;A-II;A-III;S-I;S-II;S-III
Pde4a;104.0663629;133.2500619;110.6416832;57.94006027;77.22785992;71.94225101;107.4763968;83.68246006;81.23482455
Gm16754;7.345860908;10.01880165;1.2865312;4.697842725;8.463327115;6.64082317;18.16502482;15.98429012;15.69309111
Keap1;546.0423275;502.9438428;626.5406942;548.864625;592.432898;525.1784324;638.8033727;557.5696496;626.8005212
S1pr5;101.6177426;109.204938;90.05718397;131.5395963;126.9499067;138.3504827;13.62376861;7.522018882;10.15435307
Atg4d;166.5061806;166.3121074;164.6759935;203.5731847;177.7298694;172.1080005;148.3477027;128.8145734;116.3134988
Kri1;80.80446998;83.15605369;90.05718397;90.82495935;103.6757572;81.35008383;101.4213886;86.50321714;70.15734847
Cdkn2d;160.3846298;193.3628718;172.3951807;204.3561585;188.3090283;187.0498526;277.0166285;200.2737527;225.2420135
Ap1m2;77.13153953;109.204938;127.3665888;72.03358845;142.8186451;97.39873983;122.6139175;79.92145062;97.85103866
Slc44a2;397.9007992;477.8968387;544.2026974;559.826258;428.4559352;439.4011331;484.4006618;579.1954539;502.1789154
Ilf3;4544.639281;4778.968387;5167.995829;5374.332077;5381.618129;5638.612273;5711.386553;5775.970249;4878.705088
Gm16853;6.121550756;5.009400825;2.573062399;3.914868937;8.463327115;6.64082317;10.59626448;2.820757081;3.692492025
Qtrt1;383.2090773;325.6110536;383.3862975;454.9077705;444.3246735;446.0419563;417.7955708;457.9028994;473.5621022
Dnm2;617.0523162;529.9946073;581.5121022;494.0564599;546.9425148;516.3240015;431.4193394;433.4563381;516.0257605
Tmed1;172.6277313;156.2933057;135.085776;158.9436789;153.397804;137.7970808;148.3477027;128.8145734;141.23782
AB124611;2.448620303;19.03572313;23.15756159;5.480816512;14.81082245;9.407832824;13.62376861;8.462271242;10.15435307
Carm1;1869.521601;2177.085598;2531.893401;2522.741543;2550.635209;2283.336367;2481.03964;2761.521182;2834.910752
Yipf2;247.3106506;146.2745041;256.0197087;122.1439108;157.6294675;179.8556275;180.1364961;103.4277596;168.9315101
Timm29;471.3594082;421.7915494;439.9936702;443.1631637;518.3787858;467.6246316;457.1531245;459.7834042;461.5615031
Smarca4;1325.927894;1376.583347;1430.622694;1435.190952;1395.391058;1351.407515;1442.605721;1377.469708;1356.990819
Gm26511;2.448620303;2.00376033;0;5.480816512;6.347495336;7.194225101;3.027504136;1.88050472;1.846246012
Ldlr;738.2590212;682.2803923;705.0190973;638.9066106;699.2824029;737.1313719;787.1510754;736.2175981;684.0341476
Spc24;1028.420527;944.7729956;859.4028413;1078.154905;1283.251974;1277.251656;1154.992828;1163.09217;1404.070092
Kank2;843.5496942;864.6225824;968.7579932;663.178798;733.1357113;666.8493267;729.6284968;699.547756;641.5704893
Dock6;1678.529217;1609.019545;1496.235785;898.853908;826.2323096;986.7156427;705.4084637;852.8088907;827.1182136
Rab3d;9.79448121;21.03948346;15.43837439;9.39568545;8.463327115;10.51463669;4.541256204;17.86479484;12.00059908
Tmem205;80.80446998;143.2688636;92.63024637;108.0503827;135.4132338;124.5154344;96.88013235;91.20447894;107.0822687
Ccdc159;12.24310151;16.03008264;7.719187197;7.829737875;8.463327115;2.767009654;7.56876034;3.761009441;3.692492025
Plppr2;97.9448121;77.1447727;135.085776;50.1103224;76.16994403;45.37895833;81.74261167;66.75791758;45.2330273
Swsap1;127.3282557;144.2707438;131.2261824;141.7182555;144.9344768;134.4766692;143.8064465;125.9938163;145.853435
Epor;143.2442877;85.15981402;100.3494336;64.20385057;31.73747668;30.99050813;31.78879343;20.68555192;16.61621411
Rgl3;63.66412787;82.15417353;84.91105917;34.45084665;62.41703747;47.59256605;51.46757031;65.81766522;50.77176534
Ccdc151;3.672930454;14.02632231;15.43837439;11.74460681;7.405411225;6.087421239;7.56876034;10.34277596;15.69309111
Prkcsh;1149.627232;1154.16595;1015.073116;1031.176478;1269.499067;1169.33828;1215.542911;1284.384724;878.8131019
Elavl3;36.72930454;27.05076445;45.02859198;7.829737875;9.521243004;15.49525406;18.16502482;23.50630901;18.46246012
Zfp653;175.0763516;191.3591115;210.9911167;209.836975;212.6410938;181.5158333;196.7877688;172.0661819;182.7783552
Gm16845;57.54257711;22.04136363;12.865312;25.0551612;39.14288791;34.31091971;33.3025455;38.55034677;25.84744417
Ecsit;144.4685978;165.3102272;136.3723072;162.8585478;155.5136357;175.4284121;163.4852233;173.0064343;205.8564304
Cnn1;19.58896242;5.009400825;1.2865312;14.09352817;1.057915889;6.64082317;1.513752068;18.8050472;5.538738037
Elof1;532.5749158;535.0040081;537.7700414;587.2303406;534.2475241;517.9842073;532.8407279;611.1640341;624.9542752
6530413G14Rik;1.224310151;4.00752066;0;1.565947575;4.231663557;1.106803862;6.055008272;1.88050472;0
Acp5;263.2266825;80.1504132;69.47268477;180.0839711;59.2432898;96.8453379;86.28386788;55.47488925;63.69548743
Pigyl;379.5361469;445.8366734;406.5438591;408.7123171;368.1547295;356.9442454;422.336827;358.2361492;471.7158562
Zfp809;73.45860908;73.13725204;64.32655998;83.77819526;93.09659826;61.42761432;63.57758686;89.32397422;62.77236442
Zfp599;84.47740044;104.1955372;81.05146557;140.152308;65.59078514;91.86472052;125.6414216;97.78624546;51.69488835
Gm39307;3.672930454;8.01504132;1.2865312;3.13189515;1.057915889;2.213607723;4.541256204;3.761009441;0
Zfp810;102.8420527;109.204938;105.4955584;81.4292739;96.27034593;81.35008383;65.09133893;110.0095261;103.3897767
Anln;390.5549383;346.6505371;378.2401727;309.2746461;356.5176547;357.4976473;323.9429426;367.6386728;302.784346
Rp9;702.7540268;606.1374998;590.5178206;592.7111571;499.3362998;614.2761432;747.7935216;510.5570316;696.0347467
9530077C05Rik;14.69172182;17.0319628;48.88818558;20.35731847;29.6216449;19.92246951;30.27504136;24.44656137;36.92492025
Bbs9;134.6741166;107.2011777;123.5069952;124.4928322;103.6757572;142.2242962;231.6040664;188.9907244;164.3158951
Bmper;157.9360095;185.3478305;150.5241503;64.98682436;42.31663557;53.67998729;65.09133893;98.72649782;80.31170154
Dpy19l1;717.4457486;829.5567766;774.4917821;870.6668517;843.1589638;820.1416615;696.3259513;671.3401852;688.6497626
Dpy19l2;1.224310151;0;0;0;4.231663557;1.660205793;1.513752068;1.88050472;0
Tbx20;0;0;9.005718397;0.782973787;2.115831779;6.64082317;4.541256204;16.92454248;13.84684509
